surface_id	kind	syntax_or_path	owner	lifecycle	audience	side_effects	current_authority	tests	docs	disposition
make.test_attention_cli_live	Make target	make test-attention-cli-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_attention_cuda	Make target	make test-attention-cuda	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_attention_fixture_isolation	Make target	make test-attention-fixture-isolation	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_attention_live	Make target	make test-attention-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_attention_live_plan	Make target	make test-attention-live-plan	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_cli	Make target	make test-cli	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_cli_cutover	Make target	make test-cli-cutover	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_client	Make target	make test-client	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_code_natural	Make target	make test-code-natural	Makefile	finite build/test	developer/CI	build/test side effects	architecture/documentation guard	Makefile	docs/runbooks/common.md	retain
make.test_core	Make target	make test-core	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_cuda	Make target	make test-cuda	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_cuda_graph	Make target	make test-cuda-graph	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_cuda_no_nvcc	Make target	make test-cuda-no-nvcc	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_docs_surface	Make target	make test-docs-surface	Makefile	finite build/test	developer/CI	build/test side effects	architecture/documentation guard	Makefile	docs/runbooks/common.md	retain
make.test_gguf_artifact_abi	Make target	make test-gguf-artifact-abi	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_gguf_layout_integrity	Make target	make test-gguf-layout-integrity	Makefile	finite build/test	developer/CI	build/test side effects	architecture/documentation guard	Makefile	docs/runbooks/common.md	retain
make.test_gguf_qtype_abi	Make target	make test-gguf-qtype-abi	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_layout	Make target	make test-layout	Makefile	finite build/test	developer/CI	build/test side effects	architecture/documentation guard	Makefile	docs/runbooks/common.md	retain
make.test_materialize	Make target	make test-materialize	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_materialize_deepseek_variant_live	Make target	make test-materialize-deepseek-variant-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_materialize_live	Make target	make test-materialize-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_materialize_live_plan	Make target	make test-materialize-live-plan	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_openai	Make target	make test-openai	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_openai_agent	Make target	make test-openai-agent	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_openai_bet_tennis	Make target	make test-openai-bet-tennis	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_openai_live	Make target	make test-openai-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_openai_sdk	Make target	make test-openai-sdk	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_packaging	Make target	make test-packaging	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_physical_variant_plan_deepseek_live	Make target	make test-physical-variant-plan-deepseek-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_product_topology	Make target	make test-product-topology	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_project_ledger	Make target	make test-project-ledger	Makefile	finite build/test	developer/CI	build/test side effects	architecture/documentation guard	Makefile	docs/runbooks/common.md	retain
make.test_protocol	Make target	make test-protocol	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_quant	Make target	make test-quant	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_quant_asan	Make target	make test-quant-asan	Makefile	finite build/test	developer/CI	build/test side effects	sanitizer	Makefile	Makefile	retain
make.test_quant_iq2_xxs_deepseek_live	Make target	make test-quant-iq2-xxs-deepseek-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_quant_live	Make target	make test-quant-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_quant_live_plan	Make target	make test-quant-live-plan	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_quant_sanitizers	Make target	make test-quant-sanitizers	Makefile	finite build/test	developer/CI	build/test side effects	sanitizer	Makefile	Makefile	retain
make.test_quant_ubsan	Make target	make test-quant-ubsan	Makefile	finite build/test	developer/CI	build/test side effects	sanitizer	Makefile	Makefile	retain
make.test_repl	Make target	make test-repl	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_repository_layout	Make target	make test-repository-layout	Makefile	finite build/test	developer/CI	build/test side effects	architecture/documentation guard	Makefile	docs/runbooks/common.md	retain
make.test_runtime	Make target	make test-runtime	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_asan	Make target	make test-runtime-asan	Makefile	finite build/test	developer/CI	build/test side effects	sanitizer	Makefile	Makefile	retain
make.test_runtime_asan_live	Make target	make test-runtime-asan-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_attention_live	Make target	make test-runtime-attention-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_benchmark	Make target	make test-runtime-benchmark	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_benchmark_chart	Make target	make test-runtime-benchmark-chart	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_benchmark_chart_live	Make target	make test-runtime-benchmark-chart-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_binding	Make target	make test-runtime-binding	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_client_refoundation_live	Make target	make test-runtime-client-refoundation-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_decode	Make target	make test-runtime-decode	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_deepseek_decode_live	Make target	make test-runtime-deepseek-decode-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_generation_live	Make target	make test-runtime-deepseek-generation-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_kv_live	Make target	make test-runtime-deepseek-kv-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_logits_live	Make target	make test-runtime-deepseek-logits-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_moe_live	Make target	make test-runtime-deepseek-moe-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_prefill_live	Make target	make test-runtime-deepseek-prefill-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_sampling_live	Make target	make test-runtime-deepseek-sampling-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_tokenizer_live	Make target	make test-runtime-deepseek-tokenizer-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_transformer_live	Make target	make test-runtime-deepseek-transformer-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_deepseek_variant_generation_live	Make target	make test-runtime-deepseek-variant-generation-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_descriptor	Make target	make test-runtime-descriptor	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_digests	Make target	make test-runtime-digests	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_envelope	Make target	make test-runtime-envelope	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_family_neutrality	Make target	make test-runtime-family-neutrality	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_generation	Make target	make test-runtime-generation	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_host	Make target	make test-runtime-host	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_logits	Make target	make test-runtime-logits	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_model_session	Make target	make test-runtime-model-session	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_moe	Make target	make test-runtime-moe	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_operator	Make target	make test-runtime-operator	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_phases	Make target	make test-runtime-phases	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_prefill	Make target	make test-runtime-prefill	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_profile	Make target	make test-runtime-profile	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_residency	Make target	make test-runtime-residency	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_sampling	Make target	make test-runtime-sampling	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_sanitizers	Make target	make test-runtime-sanitizers	Makefile	finite build/test	developer/CI	build/test side effects	sanitizer	Makefile	Makefile	retain
make.test_runtime_sanitizers_live	Make target	make test-runtime-sanitizers-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_runtime_sessions	Make target	make test-runtime-sessions	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_state	Make target	make test-runtime-state	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_streaming	Make target	make test-runtime-streaming	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_telemetry	Make target	make test-runtime-telemetry	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_tokenizer	Make target	make test-runtime-tokenizer	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_transformer	Make target	make test-runtime-transformer	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_turns	Make target	make test-runtime-turns	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_runtime_ubsan	Make target	make test-runtime-ubsan	Makefile	finite build/test	developer/CI	build/test side effects	sanitizer	Makefile	Makefile	retain
make.test_runtime_ubsan_live	Make target	make test-runtime-ubsan-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_source_ownership	Make target	make test-source-ownership	Makefile	finite build/test	developer/CI	build/test side effects	architecture/documentation guard	Makefile	docs/runbooks/common.md	retain
make.test_source_payload_live	Make target	make test-source-payload-live	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_source_payload_live_plan	Make target	make test-source-payload-live-plan	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.test_surface	Make target	make test-surface	Makefile	finite build/test	developer/CI	build/test side effects	architecture/documentation guard	Makefile	docs/runbooks/common.md	retain
make.test_tokenizer	Make target	make test-tokenizer	Makefile	finite build/test	developer/CI	build/test side effects	test	Makefile	Makefile	retain
make.test_transform_ir_live_plan	Make target	make test-transform-ir-live-plan	Makefile	finite build/test	developer/CI	may execute explicit live proof	live proof	Makefile	Makefile	retain
make.update_runtime_benchmark_charts	Make target	make update-runtime-benchmark-charts	Makefile	finite build/test	developer/CI	writes generated charts	data production	Makefile	Makefile	external-evidence-only
package.product	package	build/package/product	Makefile; config/package_manifest.tsv	install artifact	operator	installs yvex/yvexd and metadata	package manifest	tests/product_topology.sh	docs/system-target.md	retain
script.cli_accounts_sh	shell script	tests/cli/accounts.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_artifact_corruption_sh	shell script	tests/cli/artifact_corruption.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_artifact_identity_sh	shell script	tests/cli/artifact_identity.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_artifact_integrity_regression_sh	shell script	tests/cli/artifact_integrity_regression.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_artifact_integrity_sh	shell script	tests/cli/artifact_integrity.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_artifact_metadata_sh	shell script	tests/cli/artifact_metadata.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_attention_graph_sh	shell script	tests/cli/attention_graph.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_convert_sh	shell script	tests/cli/convert.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_core_sh	shell script	tests/cli/core.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_cuda_sh	shell script	tests/cli/cuda.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_fullmodel_sh	shell script	tests/cli/fullmodel.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_gguf_emit_sh	shell script	tests/cli/gguf_emit.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_gguf_template_sh	shell script	tests/cli/gguf_template.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_imatrix_sh	shell script	tests/cli/imatrix.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_integrity_report_sh	shell script	tests/cli/integrity_report.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_materialize_gate_sh	shell script	tests/cli/materialize_gate.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_materialize_sh	shell script	tests/cli/materialize.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_model_gate_sh	shell script	tests/cli/model_gate.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_models_sh	shell script	tests/cli/models.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_native_weights_sh	shell script	tests/cli/native_weights.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_physical_variant_sh	shell script	tests/cli/physical_variant.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_quant_job_sh	shell script	tests/cli/quant_job.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_quant_policy_sh	shell script	tests/cli/quant_policy.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_server_sh	shell script	tests/cli/server.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_sh	shell script	tests/cli.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_source_manifest_sh	shell script	tests/cli/source_manifest.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_tensor_map_sh	shell script	tests/cli/tensor_map.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.cli_token_input_sh	shell script	tests/cli/token_input.sh	tests	CLI acceptance	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.client_cutover_sh	shell script	tests/client_cutover.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.integration_bet_tennis_sh	shell script	tests/integration/bet_tennis.sh	tests	integration test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-integration
script.integration_openai_sdk_sh	shell script	tests/integration/openai_sdk.sh	tests	integration test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-integration
script.integration_openai_sh	shell script	tests/integration/openai.sh	tests	integration test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-integration
script.live_client_refoundation_sh	shell script	tests/live/client_refoundation.sh	tests	live proof	developer/CI	may contact explicitly configured live runtime/hardware	test harness	Makefile or direct	test source and runbooks	retain-live-proof
script.live_openai_sh	shell script	tests/live/openai.sh	tests	live proof	developer/CI	may contact explicitly configured live runtime/hardware	test harness	Makefile or direct	test source and runbooks	retain-live-proof
script.live_physical_variant_sh	shell script	tests/live/physical_variant.sh	tests	live proof	developer/CI	may contact explicitly configured live runtime/hardware	test harness	Makefile or direct	test source and runbooks	retain-live-proof
script.product_topology_sh	shell script	tests/product_topology.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.repl_pty_sh	shell script	tests/repl_pty.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.support_cleanup_sh	shell script	tests/support/cleanup.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_architecture_boundaries_sh	shell script	tests/test_architecture_boundaries.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_code_natural_sh	shell script	tests/test_code_natural.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_cuda_failclosed_sh	shell script	tests/test_cuda_failclosed.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_docs_surface_sh	shell script	tests/test_docs_surface.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_gateway_boundary_sh	shell script	tests/test_gateway_boundary.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_gguf_artifact_abi_sh	shell script	tests/test_gguf_artifact_abi.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_gguf_layout_integrity_sh	shell script	tests/test_gguf_layout_integrity.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_gguf_qtype_abi_sh	shell script	tests/test_gguf_qtype_abi.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_project_ledger_sh	shell script	tests/test_project_ledger.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_repository_layout_sh	shell script	tests/test_repository_layout.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_source_layout_sh	shell script	tests/test_source_layout.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_source_ownership_sh	shell script	tests/test_source_ownership.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_surface_sh	shell script	tests/test_surface.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
script.test_topology_closure_audit_sh	shell script	tests/test_topology_closure_audit.sh	tests	guard/test	developer/CI	creates bounded fixtures/build output	test harness	Makefile or direct	test source and runbooks	retain-test
service.yvexd	service	systemd --user yvexd.service or transient unit	operator deployment	daemon lifetime	operator	starts/stops runtime	yvexd	tests/product_topology.sh	docs/operator-runbook.md	retain-normalize-config
surface.http	HTTP	127.0.0.1:8001	src/server/openai	daemon lifetime	applications	provider request translation	OpenAI compatibility profile	tests/integration/openai.sh	docs/openai-compatibility.md	retain-projection
surface.repl	REPL	yvex; yvex chat	src/cli/io/client.c	client session	product user	session/turn operations	manual slash grammar	tests/repl_pty.sh	docs/operator-runbook.md	registry-adapter
transport.local.v3	protocol	Unix socket; YVEX local protocol v3	include/yvex/server.h; src/server/protocol.c	connection/request/stream	native clients/internal adapter	typed runtime/session/generation effects	server protocol	runtime and integration tests	docs/contract.md	retain-private
