command_id	flag	value_type	required	default_value	admitted_range	enum_values	parser_owner	validator_owner	semantic_owner	environment_equivalent	config_equivalent	protocol_field	tests	documentation	finding	disposition
cli.offline.evidence.models	--level	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--logs	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--match-provider-process	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--max-workers	u64	no	none	positive		src/cli/input/model_artifacts.c; src/cli/model_artifacts/models.c	models parser	model registry/download	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.models	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--name	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--no-graph	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--no-manifest	boolean	no	false	present/absent		src/cli/input/model_artifacts.c; src/cli/model_artifacts/models.c	models parser	model registry/download	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.models	--no-materialize	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--no-native-inventory	boolean	no	false	present/absent		src/cli/input/model_artifacts.c; src/cli/model_artifacts/models.c	models parser	model registry/download	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.models	--no-progress	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--no-register	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--no-use	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--out	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--out-dir	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--output	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--overwrite	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--path	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--progress	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--provider	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--qprofile	text	no	none	bounded		src/cli/input/model_artifacts.c; src/cli/model_artifacts/models.c	models parser	model registry/download	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.models	--receipts	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--registry	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--release	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--repo	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--report-dir	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--stale-locks	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--support-level	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--tick-seconds	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--timeout-seconds	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.models	--yes	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--audit	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--backend	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--family	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--include-blockers	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--include-residency	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--include-tensors	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--model	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--output	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.moe	--registry	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--audit	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--create	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--family	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--kind	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--output	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--project	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--reset	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.paths	--run	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.target	--candidate	text	no	none	bounded text		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--check-output-contract	text	no	none	bounded text		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--gate	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.target	--include-backend	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--include-candidates	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--include-critical-path	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--include-examples	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--include-hardware	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--include-pressure-targets	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--include-requirements	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--include-source	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.target	--paths	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.target	--release	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.evidence.target	--role-support	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.evidence.target	--roles	boolean	no	false	present/absent		src/cli/input/model_target.c	model-target parser	target report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.graph	--artifact	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--audit	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--backend	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--baseline	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--capture-bucket	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--chart	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--chunk-tokens	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--class	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--compare-backends	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--compressed-capacity	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--context-capacity	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--current	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--help	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--history-tokens	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--imatrix-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--indexer-capacity	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--input	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--input-file	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--json	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--layer	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--layer-count	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--layer-start	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--local-capacity	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--max-device-bytes	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--max-host-bytes	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--max-new-tokens	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--max-output-bytes	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--max-regression-bps	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--min-p	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--mode	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--operation-scope	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--output	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--phase	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--physical-variant-plan	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--position	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--prefill-chunk-tokens	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--prefill-tokens	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--probe	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--progress	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--quant-policy	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--quant-preset	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--repeat	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--require-mode	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
