surface_id	current_form	disposition	proposed_form	rationale	dependency	migration_risk	implementation_milestone	acceptance_requirement
env.pinned_ggml_root	PINNED_GGML_ROOT	retain-build-only	PINNED_GGML_ROOT	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.test_dir	TEST_DIR	retain-build-only	TEST_DIR	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.xdg_config_home	XDG_CONFIG_HOME	retain-normalize	XDG_CONFIG_HOME	classified environment owned by product path/config owner	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.xdg_runtime_dir	XDG_RUNTIME_DIR	retain-normalize	XDG_RUNTIME_DIR	classified environment owned by product path/config owner	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_attention_artifact	YVEX_ATTENTION_ARTIFACT	retain-external-evidence	YVEX_ATTENTION_ARTIFACT	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_attention_cpu_quick_only	YVEX_ATTENTION_CPU_QUICK_ONLY	retain-external-evidence	YVEX_ATTENTION_CPU_QUICK_ONLY	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_attention_cuda_only	YVEX_ATTENTION_CUDA_ONLY	retain-external-evidence	YVEX_ATTENTION_CUDA_ONLY	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_attention_live	YVEX_ATTENTION_LIVE	retain-external-evidence	YVEX_ATTENTION_LIVE	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_attention_models_root	YVEX_ATTENTION_MODELS_ROOT	retain-external-evidence	YVEX_ATTENTION_MODELS_ROOT	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_attention_runtime_binding	YVEX_ATTENTION_RUNTIME_BINDING	retain-external-evidence	YVEX_ATTENTION_RUNTIME_BINDING	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_bet_tennis_root	YVEX_BET_TENNIS_ROOT	retain-external-evidence	YVEX_BET_TENNIS_ROOT	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_bin	YVEX_BIN	retain-build-only	YVEX_BIN	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_build_commit	YVEX_BUILD_COMMIT	retain-build-only	YVEX_BUILD_COMMIT	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_build_identity	YVEX_BUILD_IDENTITY	retain-build-only	YVEX_BUILD_IDENTITY	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_build_source_delta_identity	YVEX_BUILD_SOURCE_DELTA_IDENTITY	retain-build-only	YVEX_BUILD_SOURCE_DELTA_IDENTITY	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_build_source_root	YVEX_BUILD_SOURCE_ROOT	retain-build-only	YVEX_BUILD_SOURCE_ROOT	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_build_source_state	YVEX_BUILD_SOURCE_STATE	retain-build-only	YVEX_BUILD_SOURCE_STATE	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_client_lane_obj	YVEX_CLIENT_LANE_OBJ	retain-external-evidence	YVEX_CLIENT_LANE_OBJ	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_cuda_arch	YVEX_CUDA_ARCH	retain-build-only	YVEX_CUDA_ARCH	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_cuda_test_filter	YVEX_CUDA_TEST_FILTER	retain-external-evidence	YVEX_CUDA_TEST_FILTER	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_deepseek_models_root	YVEX_DEEPSEEK_MODELS_ROOT	retain-external-evidence	YVEX_DEEPSEEK_MODELS_ROOT	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_deepseek_source	YVEX_DEEPSEEK_SOURCE	retain-external-evidence	YVEX_DEEPSEEK_SOURCE	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_deepseek_source_manifest	YVEX_DEEPSEEK_SOURCE_MANIFEST	retain-external-evidence	YVEX_DEEPSEEK_SOURCE_MANIFEST	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_ggml_checker	YVEX_GGML_CHECKER	retain-external-evidence	YVEX_GGML_CHECKER	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_imatrix_path	YVEX_IMATRIX_PATH	retain-external-evidence	YVEX_IMATRIX_PATH	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_keep_test_output	YVEX_KEEP_TEST_OUTPUT	retain-external-evidence	YVEX_KEEP_TEST_OUTPUT	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_lib	YVEX_LIB	retain-external-evidence	YVEX_LIB	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_model_artifact	YVEX_MODEL_ARTIFACT	retain-external-evidence	YVEX_MODEL_ARTIFACT	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_models_registry	YVEX_MODELS_REGISTRY	retain-normalize	YVEX_MODELS_REGISTRY	classified environment owned by product path/config owner	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_models_root	YVEX_MODELS_ROOT	retain-normalize	YVEX_MODELS_ROOT	classified environment owned by product path/config owner	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_node_bin	YVEX_NODE_BIN	retain-external-evidence	YVEX_NODE_BIN	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_npm_bin	YVEX_NPM_BIN	retain-external-evidence	YVEX_NPM_BIN	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_openai_adapter	YVEX_OPENAI_ADAPTER	retain-external-evidence	YVEX_OPENAI_ADAPTER	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_openai_host	YVEX_OPENAI_HOST	retain-external-evidence	YVEX_OPENAI_HOST	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_prefill_cpu_only	YVEX_PREFILL_CPU_ONLY	retain-external-evidence	YVEX_PREFILL_CPU_ONLY	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_quant_ds4_preset	YVEX_QUANT_DS4_PRESET	retain-external-evidence	YVEX_QUANT_DS4_PRESET	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_quant_preset	YVEX_QUANT_PRESET	retain-external-evidence	YVEX_QUANT_PRESET	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_reference_objs	YVEX_REFERENCE_OBJS	retain-external-evidence	YVEX_REFERENCE_OBJS	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_runtime_benchmark_dir	YVEX_RUNTIME_BENCHMARK_DIR	retain-build-only	YVEX_RUNTIME_BENCHMARK_DIR	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_runtime_binding	YVEX_RUNTIME_BINDING	retain-external-evidence	YVEX_RUNTIME_BINDING	classified environment owned by test/live harness	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_attention_failure	YVEX_TEST_CUDA_ATTENTION_FAILURE	retain-test-only	YVEX_TEST_CUDA_ATTENTION_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_bundle_failure	YVEX_TEST_CUDA_BUNDLE_FAILURE	retain-test-only	YVEX_TEST_CUDA_BUNDLE_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_cleanup_failure	YVEX_TEST_CUDA_CLEANUP_FAILURE	retain-test-only	YVEX_TEST_CUDA_CLEANUP_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_event_failure	YVEX_TEST_CUDA_EVENT_FAILURE	retain-test-only	YVEX_TEST_CUDA_EVENT_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_graph_api	YVEX_TEST_CUDA_GRAPH_API	retain-test-only	YVEX_TEST_CUDA_GRAPH_API	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_graph_failure	YVEX_TEST_CUDA_GRAPH_FAILURE	retain-test-only	YVEX_TEST_CUDA_GRAPH_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_graph_node_order	YVEX_TEST_CUDA_GRAPH_NODE_ORDER	retain-test-only	YVEX_TEST_CUDA_GRAPH_NODE_ORDER	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_host_register_failure	YVEX_TEST_CUDA_HOST_REGISTER_FAILURE	retain-test-only	YVEX_TEST_CUDA_HOST_REGISTER_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_managed_alloc_failure	YVEX_TEST_CUDA_MANAGED_ALLOC_FAILURE	retain-test-only	YVEX_TEST_CUDA_MANAGED_ALLOC_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_cuda_qtype_copy_failure	YVEX_TEST_CUDA_QTYPE_COPY_FAILURE	retain-test-only	YVEX_TEST_CUDA_QTYPE_COPY_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_fail_materialize_after_alloc	YVEX_TEST_FAIL_MATERIALIZE_AFTER_ALLOC	retain-test-only	YVEX_TEST_FAIL_MATERIALIZE_AFTER_ALLOC	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_fail_materialize_after_transfer	YVEX_TEST_FAIL_MATERIALIZE_AFTER_TRANSFER	retain-test-only	YVEX_TEST_FAIL_MATERIALIZE_AFTER_TRANSFER	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_fail_source_publish_after_write	YVEX_TEST_FAIL_SOURCE_PUBLISH_AFTER_WRITE	retain-test-only	YVEX_TEST_FAIL_SOURCE_PUBLISH_AFTER_WRITE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_filter	YVEX_TEST_FILTER	retain-test-only	YVEX_TEST_FILTER	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_materialization_cleanup_failure	YVEX_TEST_MATERIALIZATION_CLEANUP_FAILURE	retain-test-only	YVEX_TEST_MATERIALIZATION_CLEANUP_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_out_dir	YVEX_TEST_OUT_DIR	retain-test-only	YVEX_TEST_OUT_DIR	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_auto_disable_full	YVEX_TEST_RUNTIME_AUTO_DISABLE_FULL	retain-test-only	YVEX_TEST_RUNTIME_AUTO_DISABLE_FULL	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_auto_disable_piecewise	YVEX_TEST_RUNTIME_AUTO_DISABLE_PIECEWISE	retain-test-only	YVEX_TEST_RUNTIME_AUTO_DISABLE_PIECEWISE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_binding_validate_failure	YVEX_TEST_RUNTIME_BINDING_VALIDATE_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_BINDING_VALIDATE_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_model_cleanup_failure	YVEX_TEST_RUNTIME_MODEL_CLEANUP_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_MODEL_CLEANUP_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_model_drift	YVEX_TEST_RUNTIME_MODEL_DRIFT	retain-test-only	YVEX_TEST_RUNTIME_MODEL_DRIFT	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_phase_cleanup_failure	YVEX_TEST_RUNTIME_PHASE_CLEANUP_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_PHASE_CLEANUP_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_prefill_fail_layer	YVEX_TEST_RUNTIME_PREFILL_FAIL_LAYER	retain-test-only	YVEX_TEST_RUNTIME_PREFILL_FAIL_LAYER	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_residency_invalidate_failure	YVEX_TEST_RUNTIME_RESIDENCY_INVALIDATE_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_RESIDENCY_INVALIDATE_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_session_cleanup_failure	YVEX_TEST_RUNTIME_SESSION_CLEANUP_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_SESSION_CLEANUP_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_session_counter_overflow	YVEX_TEST_RUNTIME_SESSION_COUNTER_OVERFLOW	retain-test-only	YVEX_TEST_RUNTIME_SESSION_COUNTER_OVERFLOW	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_session_open_failure	YVEX_TEST_RUNTIME_SESSION_OPEN_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_SESSION_OPEN_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_session_unreserve_failure	YVEX_TEST_RUNTIME_SESSION_UNRESERVE_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_SESSION_UNRESERVE_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_state_abort_failure	YVEX_TEST_RUNTIME_STATE_ABORT_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_STATE_ABORT_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_state_invalidate_failure	YVEX_TEST_RUNTIME_STATE_INVALIDATE_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_STATE_INVALIDATE_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_state_publish_failure	YVEX_TEST_RUNTIME_STATE_PUBLISH_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_STATE_PUBLISH_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_warm_host_allocation	YVEX_TEST_RUNTIME_WARM_HOST_ALLOCATION	retain-test-only	YVEX_TEST_RUNTIME_WARM_HOST_ALLOCATION	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_test_runtime_workspace_failure	YVEX_TEST_RUNTIME_WORKSPACE_FAILURE	retain-test-only	YVEX_TEST_RUNTIME_WORKSPACE_FAILURE	classified environment owned by fault-injection owner	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_tokenizer_reference_python	YVEX_TOKENIZER_REFERENCE_PYTHON	retain-build-only	YVEX_TOKENIZER_REFERENCE_PYTHON	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_variant_artifact	YVEX_VARIANT_ARTIFACT	retain-build-only	YVEX_VARIANT_ARTIFACT	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvex_variant_binding_dir	YVEX_VARIANT_BINDING_DIR	retain-build-only	YVEX_VARIANT_BINDING_DIR	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
env.yvexd_bin	YVEXD_BIN	retain-build-only	YVEXD_BIN	classified environment owned by Makefile	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
external.provider.gh_cli	gh release download argv constructed by evidence models download	retain-adapter-not-yvex-flags	gh release download argv constructed by evidence models download	external child CLI projection; discovered GitHub CLI contract	V010.OPERATOR.COMMAND.CONSOLE.0	low	V010.OPERATOR.COMMAND.CONSOLE.0	no production consumer or one explicit adapter authority; source/help/dispatch freshness guard
external.provider.hf_cli	hf download argv constructed by evidence models download	retain-adapter-not-yvex-flags	hf download argv constructed by evidence models download	external child CLI projection; pinned/discovered Hugging Face CLI contract	V010.OPERATOR.COMMAND.CONSOLE.0	low	V010.OPERATOR.COMMAND.CONSOLE.0	no production consumer or one explicit adapter authority; source/help/dispatch freshness guard
make.all	make all	retain	make all	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.check	make check	retain	make check	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.check_cuda	make check-cuda	retain	make check-cuda	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.check_docs	make check-docs	retain	make check-docs	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.check_guardrails	make check-guardrails	retain	make check-guardrails	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.clean	make clean	retain	make clean	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.cli	make cli	retain	make cli	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.client	make client	retain	make client	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.cuda	make cuda	retain	make cuda	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.cuda_info	make cuda-info	retain	make cuda-info	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.cuda_kernels	make cuda-kernels	retain	make cuda-kernels	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.daemon	make daemon	retain	make daemon	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.info	make info	retain	make info	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.lib	make lib	retain	make lib	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.package	make package	retain	make package	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.server	make server	retain	make server	classified Make target owned by Makefile	project-control and CI ownership	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.smoke	make smoke	retain	make smoke	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.smoke_cuda	make smoke-cuda	retain	make smoke-cuda	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test	make test	retain	make test	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_architecture_boundaries	make test-architecture-boundaries	retain	make test-architecture-boundaries	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_artifact_emit_deepseek_variant_live	make test-artifact-emit-deepseek-variant-live	retain	make test-artifact-emit-deepseek-variant-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
